,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
9528,-119.31,36.34,14.0,2985.0,607.0,2250.0,607.0,2160.2000000000003,65200.0
9529,-119.31,36.33,46.0,1636.0,338.0,772.0,332.0,2425.0,84900.0
9530,-119.31,36.32,44.0,2032.0,308.0,791.0,336.0,4029.7999999999997,109000.0
9531,-119.31,36.31,18.0,3860.0,760.0,1643.0,664.0,2071.4,92600.0
9532,-119.31,36.3,20.0,1256.0,209.0,566.0,195.0,4022.1,86300.0
9533,-119.31,36.2,23.0,1837.0,332.0,1064.0,335.0,3145.3,74500.0
9534,-119.31,36.06,20.0,2236.0,434.0,1405.0,412.0,1882.7,48700.0
9535,-119.31,35.99,26.0,1460.0,316.0,880.0,286.0,1367.6,47800.0
9536,-119.31,34.44,5.0,403.0,48.0,208.0,54.0,12632.0,500001.0
9537,-119.31,34.41,22.0,2612.0,494.0,1361.0,439.0,4131.9,245000.0
9538,-119.31,34.38,23.0,282.0,69.0,130.0,57.0,2437.5,225000.0
9539,-119.32,37.06,15.0,3111.0,651.0,276.0,107.0,5131.400000000001,179200.0
9540,-119.32,36.62,15.0,1070.0,256.0,1070.0,243.0,1564.2,51500.0
9541,-119.32,36.36,18.0,2060.0,383.0,1348.0,397.0,3431.2,68400.0
9542,-119.32,36.33,20.0,1896.0,266.0,674.0,277.0,9037.599999999999,239100.0
9543,-119.32,36.33,18.0,2603.0,478.0,1158.0,423.0,4593.8,150500.0
9544,-119.32,36.32,35.0,2316.0,387.0,849.0,378.0,4381.599999999999,88600.0
9545,-119.32,36.32,29.0,2409.0,436.0,1142.0,440.0,3689.5,87700.0
9546,-119.32,36.31,21.0,2309.0,424.0,1047.0,453.0,2988.6,87500.0
9547,-119.32,36.3,14.0,1680.0,343.0,931.0,350.0,2733.6,89200.0
9548,-119.32,36.25,21.0,1231.0,204.0,609.0,206.0,2836.5,90000.0
9549,-119.32,36.22,5.0,2319.0,438.0,1283.0,423.0,3634.3,95400.0
9550,-119.32,36.21,29.0,1220.0,232.0,619.0,246.0,3312.5,78300.0
9551,-119.32,36.19,11.0,1281.0,291.0,861.0,313.0,1096.2,72300.0
9552,-119.32,34.35,16.0,52.0,16.0,51.0,15.0,2475.0,225000.0
9553,-119.33,36.89,15.0,1879.0,411.0,755.0,294.0,2000.0,83300.0
9554,-119.33,36.32,23.0,3137.0,628.0,1446.0,548.0,2500.0,85500.0
9555,-119.33,36.32,20.0,2025.0,328.0,1039.0,346.0,3531.2999999999997,82800.0
9556,-119.33,36.32,19.0,2778.0,431.0,1092.0,451.0,5256.1,121300.0
9557,-119.33,36.32,16.0,3331.0,839.0,1955.0,763.0,1614.8,86600.0
9558,-119.33,36.31,17.0,2401.0,409.0,1100.0,409.0,4057.7,107300.0
9559,-119.33,36.3,12.0,2172.0,352.0,1013.0,354.0,4946.4,115600.0
9560,-119.33,36.3,11.0,3045.0,522.0,1563.0,516.0,5433.7,133800.0
9561,-119.33,36.28,16.0,2624.0,527.0,1077.0,520.0,2125.0,104200.0
9562,-119.33,36.22,9.0,3748.0,644.0,1955.0,620.0,4201.1,108100.0
9563,-119.33,36.22,29.0,1735.0,323.0,805.0,293.0,3503.8999999999996,89900.0
9564,-119.33,36.21,38.0,3115.0,622.0,1238.0,606.0,2608.2999999999997,67000.0
9565,-119.33,35.6,32.0,2703.0,683.0,2682.0,675.0,1461.9,60500.0
9566,-119.33,35.59,20.0,3085.0,691.0,2645.0,676.0,1786.8,54100.0
9567,-119.34,37.12,23.0,1881.0,380.0,64.0,37.0,3875.0,125000.0
9568,-119.34,36.32,6.0,3266.0,604.0,1769.0,580.0,3157.4,89200.0
9569,-119.34,36.32,14.0,1204.0,227.0,633.0,247.0,3925.0,83800.0
9570,-119.34,36.31,14.0,1635.0,422.0,870.0,399.0,2700.0,88900.0
9571,-119.34,36.3,13.0,2394.0,458.0,1177.0,389.0,2687.5,74400.0
9572,-119.34,36.23,12.0,4965.0,872.0,2191.0,804.0,3561.1000000000004,90200.0
9573,-119.34,36.21,30.0,749.0,214.0,537.0,199.0,822.9,68400.0
9574,-119.34,36.21,22.0,3065.0,726.0,2165.0,738.0,1479.2,54400.0
9575,-119.34,36.2,12.0,1632.0,378.0,1303.0,315.0,2033.3000000000002,54400.0
9576,-119.34,35.6,16.0,1584.0,309.0,1011.0,268.0,2496.1000000000004,58800.0
9577,-119.34,35.59,33.0,3240.0,654.0,1809.0,616.0,2393.4,71900.0
9578,-119.35,36.52,39.0,3027.0,608.0,2199.0,592.0,2644.5,62000.0
9579,-119.35,36.42,18.0,1115.0,193.0,1742.0,176.0,2796.9,123800.0
9580,-119.35,36.32,10.0,3817.0,719.0,1686.0,714.0,3823.5,94600.0
9581,-119.35,36.22,32.0,1290.0,304.0,852.0,309.0,1442.9,54600.0
9582,-119.35,36.2,31.0,1783.0,382.0,1266.0,358.0,2226.4,50800.0
9583,-119.35,36.2,29.0,1938.0,404.0,1487.0,414.0,1746.2,51100.0
9584,-119.35,36.16,21.0,2751.0,602.0,1496.0,489.0,2388.2,49200.0
9585,-119.35,35.58,13.0,1657.0,362.0,1186.0,376.0,1190.3,63200.0
9586,-119.36,36.33,11.0,3221.0,617.0,1351.0,565.0,2984.4,132000.0
9587,-119.36,36.22,10.0,2445.0,526.0,1262.0,476.0,1935.5,68300.0
9588,-119.36,36.21,25.0,1170.0,259.0,804.0,257.0,1388.9,50200.0
9589,-119.36,36.21,18.0,1082.0,202.0,793.0,213.0,2403.2,60000.0
9590,-119.36,36.2,33.0,1955.0,398.0,1412.0,397.0,2250.0,51500.0
9591,-119.36,35.55,29.0,510.0,84.0,236.0,73.0,2700.0,125000.0
9592,-119.37,36.47,26.0,337.0,69.0,277.0,73.0,2343.7999999999997,100000.0
9593,-119.37,36.35,20.0,1132.0,177.0,518.0,178.0,5376.7,231300.0
9594,-119.37,36.22,19.0,1673.0,318.0,1298.0,343.0,2706.0,64800.0
9595,-119.37,36.21,35.0,2228.0,476.0,1567.0,449.0,1445.5,54100.0
9596,-119.38,36.56,25.0,1180.0,222.0,611.0,212.0,2072.9,84700.0
9597,-119.38,36.55,31.0,2342.0,439.0,1411.0,465.0,3017.0,72000.0
9598,-119.38,36.54,33.0,2465.0,536.0,2030.0,522.0,1522.3,51800.0
9599,-119.38,36.53,38.0,1281.0,297.0,1423.0,293.0,1960.2,51400.0
9600,-119.38,36.3,14.0,1932.0,330.0,997.0,291.0,3687.5,93200.0
9601,-119.39,36.64,38.0,949.0,190.0,578.0,187.0,2361.8,80000.0
9602,-119.39,36.55,30.0,1669.0,314.0,837.0,325.0,3386.8999999999996,80400.0
9603,-119.39,36.54,30.0,1408.0,326.0,1184.0,324.0,1716.5,59100.0
9604,-119.39,34.32,19.0,3238.0,629.0,1195.0,443.0,4847.2,500001.0
9605,-119.4,37.09,22.0,2211.0,477.0,773.0,288.0,3326.9,102700.0
9606,-119.4,36.55,19.0,3000.0,628.0,2202.0,590.0,2514.1,67400.0
9607,-119.4,36.53,28.0,2201.0,429.0,1524.0,412.0,2750.0,65000.0
9608,-119.4,36.04,39.0,915.0,199.0,580.0,175.0,1889.3999999999999,112500.0
9609,-119.4,35.06,21.0,2213.0,458.0,1250.0,440.0,2918.7,52100.0
9610,-119.41,36.68,18.0,1802.0,332.0,945.0,292.0,3404.4,115300.0
9611,-119.41,36.35,20.0,1743.0,340.0,1390.0,336.0,2222.2,52900.0
9612,-119.42,36.35,20.0,1469.0,303.0,1031.0,259.0,1664.5,48000.0
9613,-119.42,35.4,24.0,2585.0,480.0,1442.0,424.0,2845.2000000000003,104700.0
9614,-119.42,35.19,26.0,890.0,172.0,483.0,170.0,4150.0,68200.0
9615,-119.43,36.63,25.0,1784.0,312.0,904.0,303.0,3625.0,107600.0
9616,-119.43,36.61,19.0,1484.0,296.0,1296.0,298.0,2421.9,65800.0
9617,-119.43,36.59,15.0,1371.0,306.0,1266.0,309.0,1767.0,63300.0
9618,-119.43,36.55,27.0,1621.0,323.0,882.0,324.0,2750.0,93500.0
9619,-119.44,38.53,20.0,1963.0,434.0,682.0,273.0,1581.7,97800.0
9620,-119.44,36.6,5.0,2353.0,608.0,2505.0,573.0,2286.3,69200.0
9621,-119.44,36.59,32.0,1153.0,236.0,761.0,241.0,2825.0,67600.0
9622,-119.44,36.59,28.0,1343.0,330.0,1331.0,305.0,1516.0,56700.0
9623,-119.44,36.58,37.0,1054.0,239.0,879.0,257.0,2523.4,63500.0
9624,-119.44,36.48,27.0,1546.0,415.0,1704.0,395.0,1172.8,41700.0
9625,-119.45,37.21,17.0,3538.0,726.0,1603.0,629.0,2944.9,95600.0
9626,-119.45,36.61,24.0,1302.0,232.0,693.0,243.0,3791.7000000000003,90500.0
9627,-119.45,36.6,42.0,510.0,88.0,247.0,99.0,2500.0,73000.0
9628,-119.45,36.6,36.0,2294.0,489.0,1430.0,454.0,1897.5,60900.0
9629,-119.45,36.59,41.0,1749.0,342.0,1171.0,314.0,1687.5,66100.0
9630,-119.45,36.59,28.0,1274.0,215.0,572.0,202.0,3825.0,84200.0
9631,-119.45,36.58,18.0,1425.0,280.0,753.0,266.0,3781.2999999999997,87300.0
9632,-119.45,36.48,38.0,402.0,86.0,311.0,87.0,3171.9,106300.0
9633,-119.45,36.35,22.0,1824.0,333.0,1076.0,282.0,2336.5,69600.0
9634,-119.45,36.09,18.0,408.0,82.0,253.0,75.0,2031.3,112500.0
9635,-119.45,35.16,34.0,3437.0,696.0,1783.0,608.0,2391.2,52900.0
9636,-119.45,35.13,34.0,1440.0,309.0,808.0,294.0,2301.2999999999997,26600.0
9637,-119.45,35.07,45.0,973.0,183.0,500.0,177.0,2638.9,30000.0
9638,-119.46,36.61,13.0,1348.0,258.0,719.0,246.0,3625.0,108300.0
9639,-119.46,36.6,18.0,1404.0,226.0,754.0,229.0,3984.4,118100.0
9640,-119.46,36.25,32.0,1702.0,348.0,1016.0,350.0,2500.0,73600.0
9641,-119.46,35.13,46.0,2745.0,543.0,1423.0,482.0,2195.5,26900.0
9642,-119.47,36.69,19.0,3351.0,589.0,1578.0,542.0,3291.7000000000003,160100.0
9643,-119.47,35.13,44.0,4599.0,877.0,2140.0,831.0,2995.2000000000003,63800.0
9644,-119.48,37.0,16.0,2904.0,551.0,1467.0,509.0,3173.6,111800.0
9645,-119.48,36.5,32.0,3451.0,625.0,1968.0,574.0,2955.4,110300.0
9646,-119.48,36.44,22.0,1389.0,290.0,1185.0,271.0,2085.7000000000003,49200.0
9647,-119.48,35.17,36.0,116.0,20.0,39.0,18.0,3125.0,37500.0
9648,-119.49,37.1,24.0,2532.0,555.0,1564.0,507.0,2335.9,92400.0
9649,-119.49,36.58,21.0,2106.0,410.0,867.0,380.0,1991.3000000000002,95300.0
9650,-119.49,34.39,17.0,4617.0,982.0,2303.0,923.0,3922.4,230600.0
9651,-119.5,36.74,20.0,1089.0,208.0,531.0,212.0,4593.8,106900.0
9652,-119.5,36.62,34.0,1440.0,267.0,1018.0,265.0,2220.6,63400.0
9653,-119.51,37.32,14.0,362.0,78.0,88.0,39.0,3589.3,214300.0
9654,-119.51,34.46,28.0,3506.0,563.0,1362.0,483.0,6091.0,500001.0
9655,-119.51,34.4,24.0,3422.0,596.0,1763.0,601.0,5203.9,301300.0
9656,-119.51,34.4,15.0,1112.0,256.0,411.0,245.0,2062.5,314300.0
9657,-119.51,34.39,32.0,1921.0,394.0,951.0,334.0,3233.0,346000.0
9658,-119.52,36.71,21.0,1834.0,321.0,1120.0,314.0,2590.0,69300.0
9659,-119.52,36.61,33.0,1225.0,275.0,1065.0,248.0,1895.8,55100.0
9660,-119.52,34.41,20.0,4489.0,800.0,2867.0,765.0,4806.0,279700.0
9661,-119.52,34.4,20.0,1834.0,477.0,1305.0,417.0,3212.5,251000.0
9662,-119.53,37.34,26.0,4047.0,702.0,571.0,199.0,2348.2,179500.0
9663,-119.53,36.78,20.0,2822.0,479.0,1372.0,455.0,4562.5,136900.0
9664,-119.53,36.61,33.0,587.0,170.0,730.0,162.0,1562.5,55800.0
9665,-119.53,36.55,34.0,2065.0,343.0,1041.0,313.0,3291.7000000000003,111500.0
9666,-119.53,34.41,8.0,1705.0,400.0,886.0,391.0,3965.9,297400.0
9667,-119.53,34.4,14.0,1671.0,383.0,1079.0,365.0,3138.9,248700.0
9668,-119.53,34.38,22.0,2323.0,727.0,1301.0,478.0,2786.4,300000.0
9669,-119.54,36.7,20.0,1815.0,375.0,1665.0,357.0,2244.8,58900.0
9670,-119.54,36.51,36.0,49.0,7.0,28.0,2.0,4625.0,162500.0
9671,-119.55,37.75,30.0,2165.0,536.0,1500.0,414.0,3539.1,55900.0
9672,-119.55,36.72,6.0,1186.0,234.0,1135.0,218.0,2151.5,63900.0
9673,-119.55,36.71,32.0,1963.0,508.0,2052.0,518.0,1907.6,55800.0
9674,-119.55,36.7,31.0,1671.0,372.0,1371.0,347.0,2368.7,63900.0
9675,-119.55,36.61,14.0,3004.0,793.0,3535.0,735.0,1586.0,56900.0
9676,-119.55,36.6,18.0,2379.0,448.0,1638.0,436.0,2309.0,57100.0
9677,-119.55,36.52,31.0,1986.0,417.0,1042.0,422.0,3029.4,70200.0
9678,-119.55,36.51,46.0,55.0,11.0,26.0,5.0,4125.0,67500.0
9679,-119.55,36.51,46.0,1889.0,390.0,971.0,403.0,2213.2000000000003,76600.0
9680,-119.55,36.37,26.0,1912.0,339.0,1002.0,311.0,3037.5,126300.0
9681,-119.55,34.38,17.0,1951.0,368.0,681.0,350.0,2727.5,500001.0
9682,-119.56,37.29,14.0,2391.0,451.0,798.0,308.0,3092.4,114600.0
9683,-119.56,36.71,29.0,1963.0,392.0,1208.0,398.0,2574.1,73000.0
9684,-119.56,36.7,40.0,1195.0,326.0,1135.0,315.0,2118.2,58900.0
9685,-119.56,36.1,29.0,424.0,78.0,284.0,73.0,1531.3000000000002,43800.0
9686,-119.56,36.1,25.0,1093.0,262.0,893.0,252.0,2130.0,50800.0
9687,-119.56,36.09,35.0,1648.0,285.0,792.0,265.0,3284.7,64700.0
9688,-119.56,36.09,14.0,1267.0,290.0,1077.0,279.0,1850.0,52300.0
9689,-119.56,36.08,37.0,766.0,189.0,639.0,190.0,1660.7,42100.0
9690,-119.57,37.94,17.0,346.0,130.0,51.0,20.0,3486.1,137500.0
9691,-119.57,37.02,16.0,4199.0,794.0,2140.0,722.0,3332.0,111800.0
9692,-119.57,36.72,11.0,2510.0,460.0,1248.0,445.0,3616.1,99500.0
9693,-119.57,36.71,10.0,1657.0,359.0,958.0,380.0,2645.7999999999997,84800.0
9694,-119.57,36.7,7.0,1761.0,309.0,974.0,308.0,3726.1000000000004,83900.0
9695,-119.57,36.7,34.0,1759.0,354.0,899.0,337.0,2682.3,72900.0
9696,-119.57,36.7,30.0,2370.0,412.0,1248.0,410.0,3144.2000000000003,72300.0
9697,-119.57,36.44,30.0,1860.0,337.0,1123.0,347.0,3492.6,94200.0
9698,-119.57,36.27,20.0,2673.0,452.0,1394.0,449.0,2625.0,97400.0
9699,-119.57,36.1,36.0,1729.0,317.0,737.0,278.0,3531.2999999999997,68800.0
9700,-119.57,36.1,16.0,1461.0,400.0,1201.0,384.0,1572.7,54800.0
9701,-119.58,36.83,13.0,6135.0,863.0,2473.0,774.0,5489.5,156700.0
9702,-119.58,36.77,19.0,3225.0,548.0,1760.0,542.0,4022.7000000000003,126500.0
9703,-119.58,36.69,42.0,1032.0,215.0,812.0,225.0,1976.6,58100.0
9704,-119.58,36.11,21.0,2004.0,385.0,1397.0,398.0,2216.9,61600.0
9705,-119.59,37.39,19.0,3273.0,611.0,1164.0,481.0,3544.6,106500.0
9706,-119.59,36.72,18.0,1284.0,193.0,621.0,190.0,4537.5,130600.0
9707,-119.59,36.57,19.0,1733.0,303.0,911.0,281.0,3598.7,131700.0
9708,-119.59,36.52,35.0,990.0,192.0,674.0,178.0,3321.4,101600.0
9709,-119.59,36.11,32.0,752.0,159.0,524.0,155.0,2250.0,50000.0
9710,-119.59,34.43,28.0,2718.0,542.0,1066.0,442.0,4205.9,500001.0
9711,-119.59,34.39,35.0,622.0,170.0,278.0,139.0,3696.8999999999996,335000.0
9712,-119.6,37.29,13.0,1722.0,325.0,712.0,269.0,2625.0,137500.0
9713,-119.6,36.66,27.0,1388.0,296.0,1056.0,284.0,1609.3999999999999,55200.0
9714,-119.6,36.57,42.0,2311.0,439.0,1347.0,436.0,2555.6,69700.0
9715,-119.6,36.57,33.0,1923.0,403.0,1205.0,389.0,1833.3,68300.0
9716,-119.6,36.56,36.0,738.0,168.0,737.0,186.0,1441.5,54400.0
9717,-119.61,36.94,14.0,863.0,151.0,315.0,135.0,4267.9,151800.0
9718,-119.61,36.59,10.0,2842.0,620.0,1443.0,576.0,2272.7,92700.0
9719,-119.61,36.58,29.0,1312.0,280.0,788.0,271.0,2697.4,73000.0
9720,-119.61,36.57,42.0,2242.0,521.0,1359.0,483.0,1583.3,65100.0
9721,-119.61,36.56,34.0,1911.0,497.0,1886.0,481.0,1625.0,53000.0
9722,-119.61,36.31,25.0,1847.0,371.0,1460.0,353.0,1883.8999999999999,46300.0
9723,-119.61,34.45,33.0,3597.0,519.0,1207.0,479.0,5396.3,500001.0
9724,-119.61,34.43,16.0,2665.0,391.0,794.0,311.0,9026.7,500001.0
9725,-119.62,37.33,7.0,3389.0,621.0,1268.0,474.0,3022.4,147800.0
9726,-119.62,36.58,13.0,1788.0,405.0,1652.0,411.0,2685.8,62400.0
9727,-119.63,36.79,19.0,1317.0,189.0,517.0,187.0,4526.0,148700.0
9728,-119.63,36.7,42.0,1338.0,215.0,617.0,222.0,3083.2999999999997,133300.0
9729,-119.63,36.6,33.0,1589.0,294.0,1102.0,307.0,1967.6,62400.0
9730,-119.63,36.58,22.0,1794.0,435.0,1127.0,359.0,1264.7,55300.0
9731,-119.63,36.35,4.0,1684.0,343.0,920.0,324.0,4239.6,90600.0
9732,-119.63,36.34,26.0,1463.0,261.0,699.0,219.0,3553.6,71400.0
9733,-119.63,36.33,14.0,2928.0,600.0,1633.0,559.0,1838.5,67500.0
9734,-119.63,36.18,23.0,207.0,45.0,171.0,50.0,2428.6,100000.0
9735,-119.63,34.4,29.0,3865.0,814.0,1266.0,613.0,6006.9,500001.0
9736,-119.64,37.61,30.0,2857.0,661.0,291.0,135.0,2683.8,164600.0
9737,-119.64,37.31,15.0,2654.0,530.0,1267.0,489.0,2839.3,104400.0
9738,-119.64,36.82,14.0,4872.0,656.0,2085.0,617.0,5673.9,173800.0
9739,-119.64,36.56,34.0,576.0,117.0,363.0,97.0,2065.7999999999997,92500.0
9740,-119.64,36.36,13.0,2360.0,340.0,1055.0,312.0,5213.4,97400.0
9741,-119.64,36.35,23.0,3182.0,563.0,1525.0,585.0,3810.8,90400.0
9742,-119.64,36.33,41.0,3095.0,766.0,1852.0,721.0,1452.3999999999999,51700.0
9743,-119.64,36.32,32.0,2205.0,523.0,1772.0,479.0,1356.9,43100.0
9744,-119.64,36.31,27.0,1513.0,314.0,1071.0,284.0,1590.9,50100.0
9745,-119.64,34.43,32.0,1872.0,318.0,749.0,296.0,4625.0,500001.0
9746,-119.65,37.32,11.0,2161.0,448.0,820.0,405.0,2356.5,122300.0
9747,-119.65,37.09,17.0,1280.0,254.0,707.0,267.0,3550.0,106300.0
9748,-119.65,36.62,6.0,1931.0,422.0,1344.0,414.0,1660.7,58000.0
9749,-119.65,36.51,30.0,1671.0,319.0,966.0,282.0,3133.3,100000.0
9750,-119.65,36.37,4.0,3725.0,783.0,1478.0,600.0,3548.6,148000.0
9751,-119.65,36.35,38.0,3148.0,568.0,1378.0,537.0,2878.8,85500.0
9752,-119.65,36.35,21.0,1745.0,266.0,837.0,292.0,4391.099999999999,107900.0
9753,-119.65,36.34,47.0,1869.0,357.0,832.0,315.0,3084.6,76100.0
9754,-119.65,36.34,46.0,1730.0,337.0,752.0,323.0,1852.9,67200.0
9755,-119.65,36.33,52.0,1257.0,257.0,624.0,243.0,2352.3,59100.0
9756,-119.65,36.33,47.0,1059.0,268.0,693.0,241.0,1388.2,53800.0
9757,-119.65,36.32,11.0,1294.0,314.0,713.0,290.0,1543.3,50400.0
9758,-119.65,36.3,28.0,941.0,175.0,588.0,180.0,2346.6,53400.0
9759,-119.66,37.39,10.0,2106.0,410.0,1003.0,397.0,2781.2999999999997,124100.0
9760,-119.66,36.35,15.0,1724.0,374.0,947.0,391.0,3109.4,91900.0
9761,-119.66,36.33,16.0,2048.0,373.0,1052.0,388.0,4090.9000000000005,92800.0
9762,-119.66,36.33,10.0,1623.0,409.0,988.0,395.0,1419.4,58100.0
9763,-119.66,36.32,24.0,2652.0,568.0,1532.0,445.0,2325.6,56800.0
9764,-119.66,36.3,18.0,1147.0,202.0,717.0,212.0,3368.1,70500.0
9765,-119.66,34.44,26.0,2790.0,413.0,1014.0,397.0,6563.1,500001.0
9766,-119.66,34.43,27.0,5509.0,1059.0,2591.0,979.0,3845.6,500001.0
9767,-119.67,37.27,13.0,5087.0,981.0,2284.0,913.0,2741.2999999999997,123100.0
9768,-119.67,36.89,15.0,2373.0,364.0,1280.0,386.0,5308.0,167500.0
9769,-119.67,36.83,4.0,2145.0,334.0,1024.0,308.0,5086.400000000001,113700.0
9770,-119.67,36.83,3.0,2029.0,336.0,1003.0,340.0,4435.6,111300.0
9771,-119.67,36.81,4.0,1262.0,216.0,622.0,199.0,4943.2,114400.0
9772,-119.67,36.8,9.0,3712.0,508.0,1632.0,474.0,6011.0,163100.0
9773,-119.67,36.74,19.0,2788.0,614.0,1365.0,525.0,2781.2999999999997,120300.0
9774,-119.67,36.73,27.0,2845.0,417.0,1219.0,460.0,4919.6,117900.0
9775,-119.67,36.72,31.0,843.0,140.0,453.0,149.0,2687.5,153800.0
9776,-119.67,36.35,10.0,1090.0,164.0,470.0,158.0,4943.2,118800.0
9777,-119.67,34.44,32.0,3202.0,537.0,1316.0,538.0,5288.8,463800.0
9778,-119.67,34.43,39.0,1467.0,381.0,1404.0,374.0,2368.1,241400.0
9779,-119.67,34.42,37.0,1673.0,444.0,1477.0,446.0,2064.2999999999997,246700.0
9780,-119.67,34.42,23.0,1333.0,393.0,1369.0,381.0,2594.7,232600.0
9781,-119.67,34.38,28.0,1814.0,526.0,849.0,420.0,3162.5,364300.0
9782,-119.68,37.35,13.0,2307.0,386.0,925.0,347.0,3132.6,119800.0
9783,-119.68,37.19,10.0,3113.0,589.0,1508.0,512.0,2816.7,96100.0
9784,-119.68,36.83,11.0,2455.0,344.0,1110.0,339.0,6113.3,120000.0
9785,-119.68,36.81,16.0,2668.0,454.0,1536.0,457.0,3979.2000000000003,88900.0
9786,-119.68,36.81,13.0,2589.0,413.0,1356.0,435.0,5025.299999999999,106200.0
9787,-119.68,36.8,7.0,2855.0,518.0,1748.0,498.0,4206.599999999999,88400.0
9788,-119.68,36.79,16.0,1551.0,271.0,1010.0,292.0,3541.7000000000003,71300.0
9789,-119.68,36.77,21.0,1260.0,182.0,583.0,205.0,6013.200000000001,150800.0
9790,-119.68,36.63,39.0,1237.0,256.0,638.0,239.0,3013.9,65300.0
9791,-119.68,36.62,31.0,834.0,229.0,616.0,211.0,1660.1999999999998,61200.0
9792,-119.68,36.32,28.0,1325.0,276.0,873.0,240.0,2583.2999999999997,54400.0
9793,-119.68,36.32,26.0,592.0,121.0,268.0,116.0,1759.6000000000001,120800.0
9794,-119.68,36.31,12.0,2739.0,535.0,1859.0,498.0,2993.6,60600.0
9795,-119.68,34.44,23.0,2600.0,398.0,917.0,374.0,8739.4,500001.0
9796,-119.68,34.43,49.0,1785.0,386.0,1267.0,380.0,3520.7999999999997,251200.0
9797,-119.68,34.43,33.0,1961.0,462.0,1693.0,445.0,2989.6,236000.0
9798,-119.68,34.42,38.0,1452.0,354.0,1139.0,340.0,2707.0,236800.0
9799,-119.69,36.86,20.0,1676.0,263.0,786.0,240.0,4000.0,164600.0
9800,-119.69,36.85,20.0,2655.0,432.0,1081.0,379.0,4539.799999999999,143100.0
9801,-119.69,36.83,8.0,943.0,189.0,475.0,155.0,4932.7,89500.0
9802,-119.69,36.83,7.0,2075.0,353.0,1040.0,362.0,3994.3,100200.0
9803,-119.69,36.83,32.0,1098.0,226.0,726.0,224.0,1491.3000000000002,54600.0
9804,-119.69,36.83,28.0,1868.0,350.0,898.0,329.0,3181.4,78900.0
9805,-119.69,36.82,17.0,1897.0,433.0,1207.0,384.0,1802.1000000000001,55900.0
9806,-119.69,36.81,13.0,1524.0,366.0,994.0,370.0,2544.6,93800.0
9807,-119.69,36.79,15.0,2524.0,451.0,1207.0,424.0,2740.4,76300.0
9808,-119.69,36.79,13.0,1736.0,313.0,993.0,314.0,3769.7,83600.0
9809,-119.69,36.77,22.0,2456.0,496.0,1720.0,417.0,2687.5,60600.0
9810,-119.69,36.75,6.0,1926.0,303.0,965.0,316.0,4746.3,93100.0
9811,-119.69,36.75,13.0,2343.0,409.0,1347.0,405.0,4002.7,93100.0
9812,-119.69,36.74,23.0,2097.0,385.0,911.0,405.0,3512.7999999999997,121600.0
9813,-119.69,36.74,17.0,2438.0,598.0,1563.0,538.0,1544.8999999999999,62500.0
9814,-119.69,36.71,25.0,556.0,79.0,249.0,71.0,4458.3,108300.0
9815,-119.69,36.69,36.0,1432.0,269.0,836.0,237.0,2156.2999999999997,88300.0
9816,-119.69,36.46,29.0,1702.0,301.0,914.0,280.0,2812.5,79200.0
9817,-119.69,36.43,29.0,1799.0,356.0,1278.0,387.0,1781.3000000000002,57900.0
9818,-119.69,36.41,38.0,1016.0,202.0,540.0,187.0,2288.5,75000.0
9819,-119.69,36.25,35.0,2011.0,349.0,970.0,300.0,2395.0,94100.0
9820,-119.69,35.62,18.0,820.0,239.0,1345.0,207.0,2118.6,47500.0
9821,-119.69,34.44,41.0,1989.0,271.0,666.0,269.0,6840.6,500001.0
9822,-119.69,34.43,44.0,2440.0,485.0,1011.0,442.0,4149.0,443600.0
9823,-119.69,34.43,43.0,1257.0,311.0,671.0,263.0,2875.0,280600.0
9824,-119.69,34.43,37.0,2801.0,497.0,1150.0,476.0,5831.1,387700.0
9825,-119.69,34.43,30.0,1273.0,343.0,1082.0,325.0,2510.4,228100.0
9826,-119.69,34.42,52.0,302.0,112.0,392.0,114.0,2597.7999999999997,258300.0
9827,-119.69,34.42,17.0,1826.0,544.0,1325.0,532.0,1276.2,253600.0
9828,-119.69,34.41,44.0,1208.0,357.0,603.0,297.0,2610.3,500000.0
9829,-119.7,36.94,15.0,1449.0,277.0,649.0,265.0,2486.1,86300.0
9830,-119.7,36.83,23.0,3532.0,756.0,1885.0,758.0,2590.3999999999996,71400.0
9831,-119.7,36.82,25.0,2379.0,540.0,1482.0,484.0,2317.2999999999997,68200.0
9832,-119.7,36.81,32.0,2623.0,528.0,1570.0,492.0,2715.9,68000.0
9833,-119.7,36.8,31.0,1746.0,321.0,1186.0,360.0,2693.2,66400.0
9834,-119.7,34.47,32.0,3725.0,569.0,1304.0,527.0,7726.099999999999,500001.0
9835,-119.7,34.43,52.0,977.0,289.0,412.0,272.0,2125.0,300000.0
9836,-119.7,34.43,52.0,1364.0,460.0,804.0,400.0,2375.0,293800.0
9837,-119.7,34.43,39.0,1486.0,467.0,758.0,409.0,2687.5,320600.0
9838,-119.7,34.43,37.0,1462.0,306.0,678.0,322.0,5154.5,418400.0
9839,-119.7,34.43,35.0,1402.0,369.0,654.0,385.0,2620.5,318800.0
9840,-119.7,34.42,52.0,329.0,109.0,291.0,102.0,1472.2,350000.0
9841,-119.7,34.41,52.0,1526.0,458.0,1633.0,449.0,2206.9,226500.0
9842,-119.7,34.41,19.0,2086.0,575.0,1701.0,530.0,2804.2,236100.0
